ncbi,genome,description,gid,ncbi_taxonomy
35,gn:T01558,"mfu, 35; Corallococcus macrosporus HW-1 (Myxococcus fulvus HW-1)",mfu,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus macrosporus
1236046,gn:T05565,"minf, 1236046; Mesotoga infera MESINF1",minf,d__Bacteria;p__Thermotogae;c__Thermotogae;o__Kosmotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga infera
1236179,gn:T04271,"jab, 1236179; Janthinobacterium sp. B9-8",jab,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__
1236517,gn:T04032,"pfus, 1236517; Prevotella fusca JCM 17724 W1435",pfus,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella fusca
1236608,gn:T01224,"mct, 1236608; Moraxella catarrhalis BBH18",mct,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella catarrhalis
1236689,gn:T02624,"max, 1236689; Candidatus Methanomethylophilus alvus Mx1201",max,d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Candidatus Methanomethylophilaceae;g__Candidatus Methanomethylophilus;s__Candidatus Methanomethylophilus alvus
1236903,gn:T02477,"mmaz, 1236903; Methanosarcina mazei Tuc01",mmaz,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
1236908,gn:T02641,"wed, 1236908; Wolbachia sp. wNo, endosymbiont of Drosophila simulans",wed,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__
1236909,gn:T02640,"wen, 1236909; Wolbachia sp. wHa, endosymbiont of Drosophila simulans",wen,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia;s__
1237085,gn:T02305,"nga, 1237085; Candidatus Nitrososphaera gargensis Ga9.2",nga,d__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Candidatus Nitrososphaera gargensis
1238993,gn:T02596,"mpb, 1238993; Mycoplasma pneumoniae M129-B7",mpb,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma pneumoniae
1239307,gn:T03004,"sod, 1239307; Sodalis praecaptivus HS1",sod,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Sodalis;s__Sodalis praecaptivus
1239881,gn:T02306,"plr, 1239881; Candidatus Portiera aleyrodidarum BT-QVLC, endosymbiont of Bemisia tabaci Q biotype",plr,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Candidatus Portiera;s__Candidatus Portiera aleyrodidarum
1239881,gn:T02307,"plo, 1239881; Candidatus Portiera aleyrodidarum BT-QVLC, endosymbiont of Bemisia tabaci Q biotype",plo,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Candidatus Portiera;s__Candidatus Portiera aleyrodidarum
1239934,gn:T02298,"bafh, 1239934; Borreliella afzelii HLJ01",bafh,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella afzelii
1240471,gn:T02430,"bchr, 1240471; Candidatus Blochmannia chromaiodes 640, endosymbiont of Camponotus chromaiodes (red carpenter ant)",bchr,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Candidatus Blochmannia;s__Candidatus Blochmannia chromaiodes
1240980,gn:T03330,"cft, 1240980; Campylobacter fetus subsp. fetus 04/554",cft,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus
1241582,gn:T03111,"btq, 1241582; Burkholderia thailandensis 2002721723",btq,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1241583,gn:T02894,"bpk, 1241583; Burkholderia pseudomallei NCTC 13179",bpk,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
1241935,gn:T02620,"sic, 1241935; Sulfolobus islandicus LAL14/1",sic,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus
1241978,gn:T06826,"cben, 1241978; Chryseobacterium bernardetii G0229",cben,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium bernardetii
1241979,gn:T06869,"ccas, 1241979; Kaistella carnis G0081",ccas,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium carnis
1241981,gn:T06580,"clac, 1241981; Chryseobacterium lactis KC_1864",clac,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium lactis
1241982,gn:T06300,"cnk, 1241982; Chryseobacterium nakagawai G0041",cnk,d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium nakagawai
1242245,gn:T04178,"ajo, 1242245; Acinetobacter johnsonii XBB1",ajo,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii
1244085,gn:T02866,"kpi, 1244085; Klebsiella pneumoniae CG43",kpi,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae
1244528,gn:T02899,"camp, 1244528; Campylobacter fetus subsp. testudinum 03-427",camp,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter fetus
1244531,gn:T03252,"caj, 1244531; Campylobacter iguaniorum 1485E",caj,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter iguaniorum
1245469,gn:T02484,"aol, 1245469; Bradyrhizobium oligotrophicum S58 (Agromonas oligotrophica S58), endosymbiont of Aeschynomene indica",aol,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium oligotrophicum
1245471,gn:T02708,"pre, 1245471; Pseudomonas resinovorans NBRC 106553",pre,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas resinovorans
1245910,gn:T03543,"bchi, 1245910; Borreliella chilensis VA1 (Borrelia chilensis VA1)",bchi,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella chilensis
1246301,gn:T02835,"vpd, 1246301; Variovorax paradoxus B4",vpd,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;s__Variovorax paradoxus
1246365,gn:T02536,"ssus, 1246365; Streptococcus suis SC070731 (serotype 2)",ssus,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis
1246626,gn:T03204,"ble, 1246626; Bacillus lehensis G1",ble,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus lehensis
1246955,gn:T02424,"mcy, 1246955; Mycoplasma cynos C142",mcy,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma cynos
1246995,gn:T02892,"afs, 1246995; Actinoplanes friuliensis DSM 7358",afs,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__Actinoplanes friuliensis
1247189,gn:T02870,"sdq, 1247189; Streptococcus dysgalactiae subsp. equisimilis 167",sdq,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae
1247649,gn:T03052,"bho, 1247649; Bordetella holmesii ATCC 51541",bho,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella holmesii
1247726,gn:T03016,"amim, 1247726; Advenella mimigardefordensis DPN7",amim,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Advenella;s__Advenella mimigardefordensis
1248439,gn:T05659,"aoh, 1248439; Anaplasma ovis Haibei",aoh,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Anaplasma;s__Anaplasma ovis
1248725,gn:T02510,"hpyo, 1248725; Helicobacter pylori OK113",hpyo,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
1248726,gn:T02542,"hpyl, 1248726; Helicobacter pylori OK310",hpyl,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori
1248727,gn:T04530,"enm, 1248727; Endosymbiont of unidentified scaly snail isolate Monju",enm,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__
1248902,gn:T03010,"ecoo, 1248902; Escherichia coli O145:H28 RM13514 (EHEC)",ecoo,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
1248915,gn:T03011,"ecoh, 1248915; Escherichia coli O145:H28 RM13516 (EHEC)",ecoh,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
1249471,gn:T03024,"bpsu, 1249471; Burkholderia pseudomallei MSHR146",bpsu,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
1249474,gn:T03012,"bpsm, 1249474; Burkholderia pseudomallei MSHR511",bpsm,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
1249477,gn:T03476,"bpsa, 1249477; Burkholderia pseudomallei NAU35A-3",bpsa,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
1249480,gn:T02537,"sulr, 1249480; Candidatus Sulfuricurvum sp. RIFRC-1",sulr,d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfuricurvum;s__
1249526,gn:T02522,"mht, 1249526; Mannheimia haemolytica USDA-ARS-USMARC-185",mht,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica
1249531,gn:T02523,"mhq, 1249531; Mannheimia haemolytica USDA-ARS-USMARC-183",mhq,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica
1249552,gn:T04158,"pspi, 1249552; Pseudohongiella spirulinae KCTC 32221",pspi,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Pseudohongiella;s__Pseudohongiella spirulinae
1249553,gn:T04982,"bsan, 1249553; Bacterioplanes sanyensis NV9",bsan,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Bacterioplanes;s__Bacterioplanes sanyensis
1249650,gn:T03365,"echp, 1249650; Ehrlichia chaffeensis West Paces",echp,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249651,gn:T03085,"echa, 1249651; Ehrlichia chaffeensis Heartland",echa,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249652,gn:T03189,"echj, 1249652; Ehrlichia chaffeensis Jax",echj,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249653,gn:T03190,"echl, 1249653; Ehrlichia chaffeensis Liberty",echl,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249654,gn:T03191,"echs, 1249654; Ehrlichia chaffeensis Osceola",echs,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249655,gn:T03348,"echv, 1249655; Ehrlichia chaffeensis Saint Vincent",echv,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249656,gn:T03364,"echw, 1249656; Ehrlichia chaffeensis Wakulla",echw,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia chaffeensis
1249659,gn:T03163,"bpsd, 1249659; Burkholderia pseudomallei MSHR520",bpsd,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia pseudomallei
1249660,gn:T03882,"bthl, 1249660; Burkholderia thailandensis 2002721643",bthl,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249661,gn:T02644,"btd, 1249661; Burkholderia thailandensis MSMB121",btd,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249662,gn:T03112,"btj, 1249662; Burkholderia thailandensis E444",btj,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249663,gn:T03113,"btz, 1249663; Burkholderia thailandensis H0587",btz,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249665,gn:T03380,"bthe, 1249665; Burkholderia thailandensis E254",bthe,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249667,gn:T03391,"bthm, 1249667; Burkholderia thailandensis USAMRU Malaysia #20",bthm,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1249668,gn:T03794,"bub, 1249668; Burkholderia ubonensis MSMB22",bub,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia ubonensis
1250339,gn:T03416,"btv, 1250339; Burkholderia thailandensis MSMB59",btv,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
1250539,gn:T04681,"paby, 1250539; Pelagibaca abyssi JLT2014",paby,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pelagibaca;s__Pelagibaca abyssi
1254432,gn:T02718,"scu, 1254432; Sorangium cellulosum So0157-2",scu,d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum
1254439,gn:T02505,"btp, 1254439; Bifidobacterium thermophilum RBL67",btp,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium thermophilum
1255043,gn:T02408,"tni, 1255043; Thioalkalivibrio nitratireducens DSM 14787",tni,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrio nitratireducens
1257021,gn:T04058,"fbt, 1257021; Flammeovirgaceae bacterium 311",fbt,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__
1259973,gn:T06174,"ree, 1259973; Raoultella electrica DSM 102253",ree,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella electrica
1260222,gn:T02493,"ctri, 1260222; Chlamydia trachomatis IU824",ctri,d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis
1260223,gn:T02540,"ctra, 1260223; Chlamydia trachomatis IU888",ctra,d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis
1260251,gn:T02685,"ssal, 1260251; Spiribacter salinus M19-40",ssal,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Spiribacter;s__Spiribacter salinus
1261126,gn:T02746,"mhae, 1261126; Mannheimia haemolytica D153",mhae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica
1261127,gn:T03934,"cama, 1261127; Citrobacter amalonaticus Y19",cama,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter amalonaticus
1261129,gn:T03473,"bthi, 1261129; Bacillus thuringiensis serovar kurstaki HD-1",bthi,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis
1261131,gn:T02902,"lar, 1261131; Candidatus Liberibacter americanus Sao Paulo",lar,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Liberibacter;s__Candidatus Liberibacter americanus
1261557,gn:T02399,"efs, 1261557; Enterococcus faecalis Symbioflor 1",efs,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis
1262449,gn:T03753,"cpat, 1262449; Clostridium pasteurianum DSM 525 = ATCC 6013",cpat,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium pasteurianum
1262449,gn:T03811,"cpae, 1262449; Clostridium pasteurianum DSM 525 = ATCC 6013",cpae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium pasteurianum
1262452,gn:T03587,"stre, 1262452; Streptomyces sp. 769",stre,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__
1262456,gn:T02751,"rse, 1262456; Ralstonia solanacearum FQY_4",rse,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum
1262462,gn:T03739,"yee, 1262462; Yersinia enterocolitica (type O:5) YE53/03",yee,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia enterocolitica
1262470,gn:T04039,"hht, 1262470; Herbaspirillum hiltneri N3",hht,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__Herbaspirillum hiltneri
1262673,gn:T02621,"ctlf, 1262673; Chlamydia trachomatis L2/434/Bu(f)",ctlf,d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis
1263406,gn:T02622,"ctli, 1263406; Chlamydia trachomatis L2/434/Bu(i)",ctli,d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis
1263829,gn:T03017,"btre, 1263829; Bibersteinia trehalosi USDA-ARS-USMARC-188",btre,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi
1263831,gn:T03018,"btrh, 1263831; Bibersteinia trehalosi USDA-ARS-USMARC-189",btrh,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi
1263832,gn:T03019,"btra, 1263832; Bibersteinia trehalosi USDA-ARS-USMARC-190",btra,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi
1265309,gn:T04367,"rmb, 1265309; Epibacterium mobile F1926",rmb,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Epibacterium;s__Epibacterium mobile
1265350,gn:T04764,"baph, 1265350; Buchnera aphidicola BAg, endosymbiont of Aphis glycines",baph,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Buchnera;s__Buchnera aphidicola
1265601,gn:T02619,"strp, 1265601; Streptomyces sp. PAMC 26508",strp,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__
1266738,gn:T02789,"pmib, 1266738; Proteus mirabilis BB2000",pmib,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus mirabilis
1266844,gn:T02786,"apk, 1266844; Acetobacter pasteurianus 386B",apk,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter pasteurianus
1266845,gn:T02884,"caw, 1266845; Carnobacterium inhibens subsp. gilichinskyi WN1359 (Carnobacterium sp. WN1359)",caw,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium inhibens
1266923,gn:T04742,"bhd, 1266923; Brachyspira hyodysenteriae ATCC 27164",bhd,d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira hyodysenteriae
1267000,gn:T03410,"mhom, 1267000; Mycoplasma hominis ATCC 27545",mhom,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma hominis
1267001,gn:T04518,"mso, 1267001; Mycoplasma synoviae ATCC 25204",mso,d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma synoviae
1267021,gn:T03525,"fpp, 1267021; Frischella perrara PEB0191",fpp,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Orbales;f__Orbaceae;g__Frischella;s__Frischella perrara
1267423,gn:T05953,"fpf, 1267423; Roseivirga pacifica 9dcg1",fpf,d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Roseivirgaceae;g__Roseivirga;s__Roseivirga pacifica
1267562,gn:T04050,"cgd, 1267562; Cupriavidus gilardii CR3",cgd,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus gilardii
1267577,gn:T02413,"kci, 1267577; Candidatus Kinetoplastibacterium crithidii, endosymbiont of Angomonas deanei ATCC 30255",kci,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__Candidatus Kinetoplastibacterium;s__Candidatus Kinetoplastibacterium crithidii
1267753,gn:T02479,"senj, 1267753; Salmonella enterica subsp. enterica serovar Javiana CFSAN001992",senj,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica
